client_id,datetime,code,type,amount,target
34708457,77 02:03:21,6011,7010,561478.94,1
12258138,427 06:14:41,6011,7010,202132.42,1
84841544,132 00:00:00,7399,1110,-225714.54,1
1571169,18 12:21:58,6011,2010,-224591.58,0
75685549,363 09:36:02,5411,1010,-1167.88,0
92858142,286 14:57:19,6011,2010,-213362.0,0
42246782,99 14:42:50,6011,7010,112295.79,1
60320033,178 11:14:15,6011,2010,-11229.58,1
10377190,325 14:07:39,5411,1010,-12613.06,1
25270793,399 13:28:41,6010,7030,9028.58,0
66580583,200 12:47:60,5411,1010,-4154.94,1
84826852,423 15:27:55,6010,7070,5654.99,0
8014460,401 17:17:36,6010,7030,27570.86,1
70780820,319 09:08:07,6010,7070,25378.85,1
54186907,250 18:56:45,6011,2010,-2245915.77,1
58245178,354 15:55:57,5411,1110,-4604.58,0
65183612,110 13:04:44,5411,1010,-1726.44,1
51879278,433 13:54:20,5411,1010,-3328.45,0
59587766,371 12:45:42,6011,2010,-51656.06,1
76547967,211 05:26:11,5912,1010,-4053.88,1
1843439,141 00:00:00,5411,1110,-12979.15,1
4228839,167 08:28:57,6011,2010,-154968.19,1
93533984,367 17:43:25,4829,4051,-449.18,0
96975786,259 07:56:54,5499,1010,-5071.05,1
38916664,333 07:05:52,5211,1010,-25225.0,0
1541259,39 15:44:51,6011,2010,-134754.95,0
72343780,277 12:47:48,4829,2370,-145984.53,0
51907756,317 00:00:00,5541,1110,-22453.99,1
5009599,45 14:01:42,6536,6110,54014.27,0
89506286,194 18:23:24,5411,1010,-5003.9,0
91437038,359 12:40:22,6011,2210,-365173.33,1
49334729,181 17:32:32,6011,2010,-6737.75,0
59507821,140 09:37:04,5722,1010,-22436.7,0
34489466,225 16:28:23,6011,2010,-11229.58,1
14974851,275 10:11:59,6010,7070,336887.37,0
93533984,402 00:00:00,7995,1200,-21785.38,0
27173892,401 13:14:32,5812,1010,-37731.61,0
75910802,49 00:00:00,5541,1110,-44920.56,1
2354592,109 22:49:39,6010,7070,0.22,1
92873935,439 15:53:17,4814,1030,-224.59,0
225025,93 11:31:47,6011,4010,-13475.49,1
80583738,21 18:18:29,6011,2010,-44918.32,0
22852194,443 08:03:13,4814,1030,-4491.83,0
46534625,449 20:20:17,6010,7070,112295.79,1
86334201,303 13:26:27,4829,2370,-37057.61,0
93230237,350 12:56:09,6011,7010,449183.15,0
22564064,69 12:45:33,5411,1110,-1886.57,0
25365246,108 08:10:10,5651,1010,-179673.26,0
14892960,199 00:00:00,5621,1110,-665464.84,0
29840382,233 04:51:55,4829,2370,-224591.58,1
95150782,158 15:33:18,6011,2010,-20213.24,1
63603210,33 16:34:58,4829,2330,-44109.79,1
17389182,214 00:00:00,5812,1210,-701924.14,1
493506,242 02:40:28,6010,7070,393933.63,0
94476461,254 14:34:38,4814,1030,-2245.92,1
31319332,443 09:08:38,5411,1010,-23582.12,1
40493306,65 00:00:00,5912,1110,-14627.65,0
168767,218 17:29:30,4814,1030,-4491.83,0
74918483,218 10:34:52,7399,1110,-13475.49,1
29053196,111 00:00:00,5331,1110,-34609.56,0
76606773,318 05:03:25,6010,7030,24592.78,0
33266369,323 10:02:01,6011,7010,89836.63,1
14077395,71 16:42:04,6011,2010,-11229.58,0
10646582,244 00:00:00,5814,1110,-6041.51,0
31866630,64 08:31:16,5331,1010,-2589.32,1
51643659,138 17:19:03,5311,1010,-24098.68,0
27713834,237 17:54:05,5999,1010,-5917.99,1
27270006,139 23:14:17,4829,2370,-9208.25,1
86227647,442 00:00:00,5411,1110,-27597.36,0
117556,60 05:07:05,5499,1010,-13365.44,1
88735938,310 08:48:26,6011,7010,67377.47,0
16617908,302 19:01:50,5691,1010,-26928.53,0
65995806,131 11:10:02,5411,1010,-1257.71,1
9605096,390 00:00:00,5411,1110,-5075.77,0
93278289,182 11:17:05,4829,2371,-112295.79,0
32782822,108 19:45:01,4829,2370,-247.05,0
41276924,398 10:09:52,6010,7071,502793.16,0
47696289,265 20:04:41,5411,1110,-4231.53,0
94622028,46 17:55:22,5921,1010,-8512.02,0
83759123,174 00:00:00,5812,1110,-4941.01,1
49914960,321 12:58:19,5983,1010,-11229.58,0
73020625,423 11:32:41,4829,2370,-2994.48,0
82609845,363 20:45:53,6011,2010,-2245.92,1
70780820,29 10:46:31,6010,7070,4896.1,1
76912391,306 19:24:04,5411,1110,-17673.11,0
92056774,161 15:44:31,6011,4011,-168.44,1
70780820,285 02:25:57,6010,7070,3615.92,1
60936749,157 15:11:14,4814,1030,-4491.83,1
15964289,179 00:00:00,7311,1100,-4491.83,0
88727220,313 00:00:00,7311,1100,-314.43,0
93472541,61 16:14:27,6010,7021,1796732.62,0
88238142,304 19:00:35,5411,1010,-7950.54,1
44632666,236 22:06:29,6010,7070,224.59,0
30739309,250 19:48:43,5411,1010,-27310.34,1
61043656,260 00:00:00,7995,1200,-56147.89,0
82235884,98 08:15:11,4829,4071,-2690.16,1
32990408,313 16:01:26,6011,2010,-2245.92,1
62586401,304 05:16:30,6011,2010,-112295.79,0
88608582,449 11:46:22,6011,2010,-8983.66,0
5478802,325 02:02:01,4829,2370,-16170.59,1
19710548,99 08:54:17,6011,2010,-673774.73,0
17392669,248 18:44:12,5921,1010,-7927.41,1
6342326,346 13:27:59,6010,7030,449.18,1
6967729,445 19:42:41,6011,2010,-67377.47,1
40538394,241 10:57:01,5499,1010,-3804.58,0
39816059,372 14:01:22,6011,2010,-11229.58,1
4953958,271 00:00:00,5499,1110,-5356.51,1
86247579,387 17:09:15,5331,1010,-1145.42,0
87937371,21 17:15:08,5812,1110,-28365.92,1
64936619,393 11:10:17,6011,2010,-22459.16,0
70780820,277 09:21:45,6010,7070,21336.2,0
49648180,292 14:15:49,5499,1010,-8534.48,1
62337080,282 01:09:55,6011,2010,-67377.47,0
11195829,72 15:40:05,6010,7070,85344.8,0
86936217,10 18:01:43,5411,1110,-11622.61,1
86556905,237 22:26:37,6011,2011,-6737.75,0
11701078,36 12:19:55,6010,7030,3330.69,1
25055219,299 09:30:54,5511,1010,-22009.97,1
49605134,327 17:28:53,5411,1010,-23009.41,1
98404097,59 13:22:15,6011,2010,-22459.16,0
74041795,123 17:35:41,5621,1010,-23492.28,0
56049007,256 09:41:30,6011,2010,-202132.42,1
24186770,442 15:59:11,6011,2010,-89836.63,1
50790469,359 22:02:11,6011,2010,-44918.32,0
1389092,416 09:53:08,6010,7030,336887.37,0
52659936,343 13:49:52,5200,1010,-3907.89,1
92740981,331 12:55:50,5499,1010,-20662.43,0
50350048,281 12:05:32,6011,7010,112295.79,0
25425843,283 22:54:35,4814,1030,-1122.96,0
86475916,14 09:22:58,4814,1030,-2245.92,1
38384643,405 13:31:40,6011,2010,-179673.26,1
82669739,323 15:18:49,4814,1030,-2245.92,1
22060157,131 13:55:27,6011,7010,112295.79,0
98702494,350 00:00:00,5964,1200,-11178.37,0
45155363,155 23:17:39,4814,1030,-4491.83,0
34604158,141 15:27:37,5300,1110,-43323.94,0
65384696,392 11:53:37,6011,2011,-44918.32,1
6777272,367 16:10:58,6010,7070,449183.15,1
21694821,400 14:20:22,6011,2010,-11229.58,0
57413819,164 20:27:52,6010,7030,269509.89,0
76068532,230 15:04:40,5812,1010,-5345.28,1
6512034,290 13:12:59,5912,1010,-18371.59,1
29894123,42 13:57:10,6010,7070,25311.47,1
34206554,264 16:11:53,6011,2010,-89836.63,0
63022546,342 12:38:08,6011,7010,241885.13,0
67346982,22 00:00:00,5411,1110,-6269.47,0
87031529,337 02:01:44,5541,1110,-25412.54,1
61444633,148 17:25:05,6011,7010,89836.63,0
65151079,173 00:00:00,5411,1110,-8992.65,0
31984797,102 13:13:37,4814,1030,-2245.92,1
16862454,292 15:48:22,5331,1010,-11504.93,0
40617555,413 07:51:33,5411,1010,-3791.11,1
13528851,50 00:00:00,5331,1110,-336.89,1
65309740,262 08:12:03,6010,7070,44918.32,0
50925799,331 09:49:11,6011,2010,-22459.16,0
56709831,393 06:43:08,4814,1030,-3368.87,0
71936160,302 09:28:51,4814,1030,-2245.92,0
20539604,225 00:00:00,5411,1110,-145872.23,1
61494555,398 00:00:00,5977,1110,-11229.58,1
8467346,1 19:46:47,5499,1010,-17671.99,0
99938948,155 21:26:09,7538,1010,-11907.85,1
12058501,234 06:10:00,4829,2330,-224591.58,1
86094030,179 10:02:39,6011,2010,-20213.24,1
42845330,114 16:16:10,5411,1010,-7928.08,0
68389637,261 14:18:52,5814,1010,-6386.49,0
25270793,185 15:34:14,6010,7030,26726.4,1
88442358,69 16:37:03,5812,1010,-4649.05,0
38996102,319 00:59:20,4814,1030,-1572.14,0
92731609,374 14:02:07,4829,2371,-22459.16,0
83454098,3 18:21:57,4814,1030,-2245.92,1
57823642,300 00:00:00,5948,1110,-79730.01,0
16481372,23 18:06:60,5993,1110,-14907.04,0
41543488,444 09:13:59,4814,1030,-11229.58,1
87979996,444 11:44:36,5411,1010,-1864.11,1
63304022,258 18:18:51,4814,1030,-4491.83,0
36347318,41 10:10:32,6011,7010,33688.74,1
99160936,328 00:00:00,5411,1110,-12879.2,1
58006798,355 00:00:00,6012,6110,1010662.1,1
94426973,383 11:32:54,4829,2371,-67377.47,1
94849312,19 00:00:00,5977,1110,-20190.78,0
6519857,336 00:00:00,5411,1110,-12675.95,0
5961422,264 17:03:53,6011,2010,-15721.41,0
54209192,105 22:51:32,6011,2010,-628856.42,0
27213328,374 19:42:05,4829,2370,-157214.1,0
13632967,163 13:30:12,5331,1010,-1826.83,0
15531589,332 01:12:39,4829,2370,-8983.66,1
20483961,142 09:52:00,4789,1010,-2021.32,1
34694987,185 22:28:36,5411,1110,-6766.94,0
82370878,352 21:08:23,4814,1030,-1122.96,0
90553172,285 12:27:27,6010,7020,4491831.54,0
96995832,80 00:00:00,5411,1110,-2874.77,0
99643686,27 18:03:48,5691,1110,-31420.36,0
24654877,385 10:07:57,6011,2011,-44918.32,0
5005306,263 11:54:06,6011,2010,-112295.79,1
62820104,139 12:24:40,6011,2010,-449183.15,0
47336085,32 15:35:17,5732,1110,-22436.7,0
63151507,420 18:34:52,6011,2010,-38180.57,1
59284472,285 09:58:29,5812,1110,-673.77,1
83986464,339 00:00:00,5411,1110,-14398.57,1
47441784,245 09:08:31,5499,1010,-1055.58,0
39777595,172 12:05:45,5411,1010,-1549.68,0
64359200,449 11:07:37,5331,1010,-4738.88,1
37837169,362 03:02:43,4814,1030,-3368.87,1
99220694,391 00:42:41,4814,1030,-1122.96,0
18213962,126 18:34:03,6010,7070,13812.38,0
66778394,447 00:00:00,5999,1110,-14373.86,1
55514131,142 14:56:39,5712,1110,-377785.49,1
36305254,415 17:45:10,5641,1010,-39752.71,1
62125514,195 05:48:57,5331,1010,-5540.67,1
29326500,284 13:20:59,6011,2010,-6737.75,0
45026868,362 10:09:16,4814,1030,-7860.71,1
1316496,23 03:40:30,5411,1010,-1953.95,1
13670238,186 00:47:28,4814,1030,-1122.96,0
69532010,303 13:32:44,5719,1010,-400446.78,0
20784292,38 12:42:02,6011,2010,-89836.63,0
94422888,133 14:33:30,6011,2010,-44918.32,0
21417943,195 09:30:29,6010,7020,30432.16,0
5546147,397 11:30:10,4829,2370,-161705.94,0
34757571,358 11:26:57,5411,1010,-17203.71,0
29041434,349 12:18:40,4829,2370,-2784.94,0
29453966,262 15:56:41,6011,2010,-65131.56,0
45338523,176 21:23:24,4814,1030,-1122.96,0
99267661,155 20:21:46,4829,4071,-2245.92,0
70585961,139 22:57:39,4829,4071,-1347.55,1
19954875,290 10:13:09,4814,1030,-11229.58,1
53355085,0 17:11:57,5641,1010,-23638.26,0
293048,87 16:53:20,4814,1030,-1122.96,0
85194196,172 20:08:59,6011,7010,449183.15,0
11701078,7 11:05:51,6010,7070,2214.47,1
68859452,420 19:13:53,5921,1010,-8125.27,0
65311903,346 18:03:50,5499,1010,-2582.8,1
95687369,173 00:00:00,5912,1110,-357.1,1
80981100,312 15:31:37,4829,2370,-134754.95,1
92584117,81 11:31:41,6011,2010,-67377.47,0
27428580,197 06:38:60,5331,1010,-84477.88,1
2354882,391 09:14:08,4829,2370,-6737.75,0
69693001,409 16:34:40,6011,2010,-336887.37,0
89061590,312 08:28:50,6011,2010,-11229.58,1
40493306,262 13:53:29,5921,1010,-5161.79,0
72805553,198 15:12:33,4814,1030,-17967.33,0
2428102,111 09:06:35,4814,1030,-224.59,0
40003904,78 14:12:59,4814,1030,-2245.92,0
12680585,228 00:00:00,4112,1100,-30342.32,0
57231405,200 18:59:39,5411,1010,-10757.94,1
7065498,154 20:19:22,5499,1010,-6962.34,1
30783172,9 15:49:28,5411,1110,-51658.31,1
35307259,339 22:19:59,4814,1030,-1122.96,1
76313007,396 06:10:43,6011,2011,-44918.32,0
55369363,319 16:12:59,4829,2370,-4536.75,0
16981134,405 21:40:56,4814,1030,-2245.92,1
59583275,397 05:48:30,5411,1110,-8287.43,1
77773677,337 00:00:00,5921,1110,-9118.42,0
28350897,253 00:00:00,5814,1110,-12824.18,0
13695605,452 14:00:40,4900,2320,-17931.62,0
64598146,231 13:28:31,6010,7070,5614.79,0
82797588,119 09:44:20,5411,1010,-12683.14,1
61145296,301 07:39:42,6011,7010,22459.16,1
76043922,125 05:32:24,6010,7070,673.77,0
61276826,46 09:22:09,4814,1030,-4491.83,1
11604095,212 18:39:49,6011,2010,-22459.16,0
44865192,20 19:27:58,6011,2010,-673774.73,1
3093845,347 10:40:50,6011,7010,157214.1,0
87252636,218 09:18:10,6010,7071,89836.63,0
70780820,355 07:59:16,6010,7070,4693.96,0
91643970,93 09:20:07,5541,1110,-22459.16,0
39510825,295 10:09:12,6010,7070,44918.32,0
17580250,276 14:31:38,6011,2010,-112295.79,1
54584863,50 21:07:55,7995,1200,-25233.99,0
93699607,73 00:00:00,5941,1110,-34272.67,1
67917142,160 23:52:13,5812,1110,-55249.53,1
41965418,69 20:30:50,4829,2370,-67377.47,0
46037128,288 13:34:07,6010,7070,23734.84,1
74800099,378 11:51:52,6011,2010,-87590.72,0
25270793,250 19:39:55,6010,7070,20213.24,1
302489,3 21:09:55,6010,7070,117012.21,0
72921986,192 19:41:10,4829,2370,-6737.75,0
15841147,185 00:00:00,5411,1110,-7647.34,0
13604102,32 12:01:01,6011,2010,-112295.79,0
83986464,235 18:34:19,4829,2370,-22459.16,1
25270793,333 05:58:06,6010,7030,3346.41,0
49288762,398 12:14:36,6010,7070,9298.09,1
4905824,306 12:34:14,5499,1010,-2245.92,0
97162773,217 06:55:18,6010,7070,44918.32,1
70780820,313 14:21:06,6010,7070,18977.99,0
93035249,376 13:52:04,6011,2010,-112295.79,0
6519857,56 16:50:17,4829,2370,-224591.58,0
70780820,159 04:10:18,6010,7071,2672.64,0
20297899,441 00:00:00,7994,1100,-22459.16,1
61009235,293 00:00:00,5814,1110,-4514.29,0
5009599,379 13:27:50,6010,7070,44693.72,0
547551,18 08:37:53,4829,2330,-89836.63,1
18000572,272 13:30:57,5912,1010,-25874.3,0
50489467,112 14:00:07,6011,2010,-101066.21,1
64456915,407 00:00:00,7311,1100,-4491.83,1
68601490,46 11:44:24,5200,1010,-5477.79,0
21709256,74 00:00:00,5499,1110,-6602.99,0
82535943,333 11:00:43,5251,1010,-495898.2,1
73872662,94 23:12:30,4814,1030,-1347.55,0
17096335,437 11:49:05,4829,2330,-6737747.32,0
58841091,289 14:49:09,5814,1010,-6670.37,0
19513764,38 10:36:40,5331,1010,-1684.44,1
60046225,309 06:15:51,6011,2010,-157214.1,1
90628704,305 22:43:05,8999,1010,-1122.96,0
5675257,187 00:00:00,5812,1110,-5637.25,0
31931874,336 10:35:28,4814,1030,-2245.92,0
76770632,368 10:02:53,4814,1030,-4491.83,0
76510478,390 13:39:59,4829,2371,-171206.16,1
76691078,378 19:02:30,6010,7070,22459.16,1
52344048,304 11:49:44,5411,1010,-4960.33,1
69726054,328 18:22:49,6011,2010,-17967.33,1
84826852,234 02:01:07,4814,1030,-2245.92,0
81019657,214 08:31:09,4829,2370,-161211.83,1
69705190,160 19:06:53,6011,2011,-11229.58,0
89506286,447 18:24:28,4814,1030,-1122.96,1
67146223,323 16:17:59,5331,1010,-26277.21,0
87866237,243 20:19:09,4829,2370,-44918.32,1
52219061,236 00:00:00,5541,1110,-22504.08,1
10063530,214 17:56:02,5411,1010,-10870.23,1
25270793,333 20:51:21,6010,7070,4604.13,1
92137488,404 00:00:00,5661,1110,-55024.94,0
77527234,78 08:48:00,4814,1030,-6737.75,0
6572814,453 17:57:31,4829,2370,-73666.04,0
33799672,46 16:10:02,6011,2010,-449183.15,0
73300172,242 00:00:00,5411,1210,-57733.51,0
77742800,190 14:53:42,5499,1010,-15249.77,1
20483961,219 14:50:24,6011,2010,-4491.83,0
70780820,248 15:34:37,6010,7070,6580.53,1
46384577,266 17:42:00,5541,1110,-12783.75,0
76691078,107 19:48:14,4829,2370,-11229.58,0
84826852,146 01:08:30,4829,2370,-151150.13,1
82890368,27 11:07:29,4829,2330,-449183.15,0
95038861,389 17:15:30,5411,1010,-6180.31,0
78649713,382 07:10:58,5411,1110,-741.15,0
68874729,218 00:00:00,5411,1110,-3916.88,0
49815462,367 00:00:00,5621,1110,-44895.86,1
29593738,12 00:00:00,5411,1210,-26297.65,1
65933176,49 00:00:00,5411,1110,-9577.93,1
69934694,365 09:42:24,8099,1010,-3818.06,1
80120933,223 15:16:38,5912,1010,-28792.64,1
12824902,300 10:08:17,6010,7030,112295.79,0
42021247,244 20:07:25,5812,1010,-26164.92,1
85102588,56 17:18:36,6011,2010,-280739.47,1
87084168,414 13:53:42,4814,1030,-11229.58,0
51954843,85 05:00:00,5999,1010,-5503.62,1
45761613,136 15:05:29,6010,7021,101066.21,0
56661668,436 00:00:00,5722,1110,-8759.07,0
70780820,411 16:06:45,6010,7070,31622.49,0
64759433,407 09:55:40,6011,2010,-87590.72,0
36005457,329 13:58:01,6010,7070,5614.79,1
91101111,135 10:12:32,4814,1030,-3144.28,0
48281795,215 11:15:33,4829,2370,-11229578.86,1
34398747,418 20:33:02,5411,1010,-103693.93,1
47264465,361 19:39:30,4829,2370,-101066.21,1
91758479,70 18:44:43,4814,1030,-2245.92,0
83604696,433 21:22:09,6011,2010,-2245.92,0
98382788,139 15:09:46,5641,1010,-40096.33,1
84499692,317 11:23:46,6010,7070,22459.16,0
33943155,284 06:02:17,6011,2010,-8983.66,0
45484912,147 09:30:54,5977,1010,-21762.92,1
44657056,423 00:00:00,5499,1110,-1751.81,0
32250029,432 00:00:00,5541,1110,-6737.75,0
80568382,269 10:26:32,6011,2010,-44918.32,0
42859567,324 10:08:44,5691,1010,-6737.75,1
54741237,99 15:29:11,4829,2370,-112295.79,1
75685549,70 15:37:38,6011,2010,-10106.62,1
84826852,437 23:15:25,6010,7070,10971.75,0
45885513,57 11:07:17,5661,1010,-16170.59,1
4154393,409 11:58:22,5812,1010,-3903.4,0
62319335,406 21:05:59,6010,7070,1122957.89,1
77634195,19 11:37:01,6011,2010,-110049.87,0
28653494,151 10:37:32,4814,1030,-6737.75,1
72576299,224 16:13:50,5411,1010,-11229.58,0
20320139,396 00:00:00,5411,1110,-1909.03,0
49182911,162 08:13:26,6011,2010,-44918.32,0
38499941,417 20:30:18,6011,2011,-8983.66,1
52662094,283 22:31:19,5411,1110,-19719.14,1
56783691,103 22:43:18,4814,1030,-2245.92,0
42081665,16 21:15:46,6011,2010,-4491.83,1
72301958,129 20:00:31,6011,2010,-20213.24,0
45901668,10 11:27:39,4814,1030,-1122.96,0
52161579,140 09:16:39,4814,1030,-2245.92,0
91809786,270 14:54:47,6011,2010,-22459.16,1
20124569,280 08:50:51,6011,2010,-58393.81,0
92584117,417 10:00:24,4814,1030,-6737.75,0
40133287,377 18:14:48,5411,1010,-6333.26,0
85781818,318 04:33:25,6011,7010,98820.29,1
18213223,35 14:05:42,4814,1030,-7213.43,1
49530061,268 05:59:52,6011,2010,-35934.65,0
33743239,271 13:13:44,6011,2010,-449183.15,1
99717689,273 10:20:09,4814,1030,-11229.58,1
14974851,426 19:20:16,6011,2011,-11229.58,1
65223281,174 00:00:00,5812,1110,-6513.16,1
10467007,124 15:18:58,4814,1030,-22.46,0
86819230,132 15:47:21,5331,1010,-5521.81,1
14918729,290 09:33:12,5200,1010,-2897.23,0
35825600,211 17:11:18,5411,1010,-27916.96,0
39510774,439 19:42:05,6011,2010,-89836.63,0
56049007,286 09:48:25,5331,1010,-2201.0,0
87084168,380 16:16:53,6010,7070,1886.57,0
89597970,121 06:23:26,6010,7070,22459.16,1
5010022,285 18:57:49,6011,2010,-89836.63,0
68937660,302 18:15:47,4829,2331,-224591.58,0
19259366,158 02:07:18,4814,1030,-6737.75,1
87618406,331 21:25:24,4829,2370,-22459.16,0
30141443,397 12:59:57,5814,1010,-3660.84,1
45627866,186 14:16:60,6010,7070,29135.14,0
47089167,32 13:01:54,4829,2370,-67.38,0
40776977,335 21:12:51,5641,1010,-8489.56,0
18319720,13 19:21:09,5411,1010,-22863.42,1
78223460,236 00:00:00,5732,1100,-34923.99,0
38392545,350 17:12:14,6011,2010,-11229.58,0
63109769,285 20:03:05,6010,7070,89836.63,0
27282344,404 15:05:24,6010,7071,224591.58,1
61455368,338 12:46:03,6011,2010,-11229.58,0
22756680,193 14:16:39,4829,2370,-67377.47,1
33697437,184 23:57:09,4814,1030,-2245.92,1
51643659,64 16:52:29,6011,2010,-56147.89,1
15496197,147 04:33:47,4814,1030,-786.07,0
79686363,84 09:20:32,5999,1010,-3835.13,0
70135813,441 16:08:47,6011,2010,-247050.73,1
82840746,395 00:00:00,5411,1110,-9486.75,0
7050763,167 19:03:26,5411,1110,-6659.81,0
74904159,146 20:54:17,5411,1110,-5221.75,1
14474509,406 19:22:56,5499,1010,-1459.85,1
74250583,412 09:56:23,4829,2370,-284108.35,1
40207348,142 14:18:29,5411,1010,-12307.62,0
56694753,223 17:00:42,5814,1010,-2201.0,1
29973417,240 16:00:39,4829,2371,-202132.42,0
70780820,114 03:46:41,6010,7070,38292.86,1
5115320,227 11:47:55,6011,4010,-8759.07,0
71973473,325 10:49:04,6011,2010,-20213.24,0
24965506,87 07:59:51,5541,1110,-56770.24,0
38691781,69 18:32:43,6010,7070,4491.83,0
38714155,345 00:00:00,7995,1200,-56147.89,1
82826768,329 12:17:31,6011,2010,-89836.63,1
85761358,314 06:22:35,6011,2010,-11229.58,1
79166625,355 09:12:46,4814,1030,-4491.83,1
24644305,421 09:29:29,4829,2370,-202132.42,1
21835349,228 00:00:00,5499,1110,-1774.27,0
2444292,355 09:47:45,6011,2010,-65131.56,0
14652932,226 14:44:54,4829,2370,-157214.1,1
34264202,354 11:15:40,6011,7010,89836.63,1
70780820,360 04:48:48,6010,7070,2537.88,0
24102800,112 13:58:33,6011,2010,-112295.79,1
97720531,220 17:36:33,6011,7010,134754.95,1
32608982,403 08:53:52,6011,2010,-22459.16,1
62646009,413 08:11:22,6011,7010,11229.58,1
72899509,348 21:25:25,4829,2370,-22908.34,1
71900602,310 10:04:17,4829,2370,-11229.58,0
9044015,48 11:53:25,5411,1010,-1807.96,1
59120963,49 00:00:00,4111,1100,-15272.23,1
53307951,352 13:49:27,5411,1010,-9298.09,0
57283046,263 15:15:13,5541,1110,-6735.05,1
76437448,108 00:00:00,4812,1110,-235596.56,1
66778394,333 13:05:19,4814,1030,-38180.57,1
70780820,314 10:14:35,6010,7030,14306.48,0
73316627,319 21:26:40,4814,1030,-2245.92,0
41077349,272 05:48:00,5499,1010,-1325.09,0
46519103,222 16:46:28,5912,1010,-47898.65,0
96947994,405 18:41:06,5411,1010,-896.12,1
84876373,116 16:58:10,6011,2010,-22459.16,0
18213962,249 10:24:18,6011,2010,-482871.89,0
65278638,359 12:13:51,5912,1010,-16507.48,1
83839911,371 12:41:07,5814,1010,-9185.8,0
70780820,72 23:58:29,6010,7070,4828.72,1
70665012,197 12:30:19,4829,2371,-20213.24,0
39186764,444 09:12:22,6011,7010,336887.37,1
88299026,20 12:07:21,6011,2010,-67377.47,0
67391213,268 19:13:46,5331,1010,-13385.66,0
58475331,123 06:36:10,4814,1030,-4491.83,1
29385630,388 11:44:59,6011,2010,-224591.58,0
70532099,236 19:07:16,4814,1030,-2245.92,0
68178858,151 00:00:00,5814,1110,-3795.6,0
52884677,430 11:27:38,6011,7010,2245.92,1
58798619,407 10:43:38,6010,7070,11229.58,0
19864270,421 13:54:50,4814,1030,-5614.79,0
46523355,69 00:00:00,4112,1110,-74411.68,1
49522533,12 06:05:00,5411,1010,-3155.51,1
94225315,339 00:00:00,5964,1200,-3670.95,0
73041938,253 20:50:48,5499,1010,-1549.68,1
37140818,216 20:27:09,5977,1010,-67557.15,1
77530316,410 11:48:35,6010,7030,449183.15,1
78665301,48 15:40:07,4829,2370,-8309.89,0
70780820,68 06:09:19,6010,7070,9432.85,0
53854864,112 16:53:06,6010,7070,52051.34,1
70780820,424 09:40:23,6010,7020,10129.08,0
17232316,283 16:18:26,6010,7070,17967.33,1
65309740,360 08:49:03,4829,2370,-449183.15,0
43934664,332 07:25:36,6011,2010,-8983.66,1
87970156,66 05:47:20,6010,7030,125771.28,0
14481189,297 16:17:23,5411,1010,-1794.49,1
78336819,366 13:27:35,4814,1030,-2245.92,1
9962760,243 17:25:08,4814,1030,-1122.96,0
3690050,456 20:23:39,4814,1030,-3368.87,1
37837169,5 15:52:32,5499,1010,-2953.38,0
53120025,182 23:09:26,4829,2370,-7860.71,0
14154056,357 15:16:41,5411,1010,-8983.66,0
34529715,142 16:53:28,6011,2010,-134754.95,1
76043922,330 13:43:37,6010,7070,31779.71,1
70780820,347 08:01:31,6010,7070,69174.21,1
76380054,358 00:00:00,5691,1110,-8983.66,0
66580583,411 11:19:18,6011,2010,-184165.09,1
22162475,133 17:35:58,5411,1110,-27575.13,1
53089550,204 00:00:00,5999,1110,-1594.6,0
33743239,106 12:03:07,5411,1110,-26937.51,0
52594600,251 00:00:00,5411,1110,-17731.28,1
4132055,196 00:00:00,5541,1110,-19460.86,0
84826852,424 13:38:13,6010,7070,14919.84,1
2317888,20 17:01:52,6011,2010,-22459.16,0
68553737,146 20:56:14,4814,1030,-3144.28,1
50251185,104 19:54:03,6011,2010,-6737.75,0
37011448,251 15:31:34,5499,1110,-3526.09,0
75982866,24 13:56:55,4814,1030,-2245.92,0
94284222,108 09:42:42,6010,7030,898366.31,1
20018771,410 13:39:01,5411,1010,-7074.63,0
65765985,179 13:18:56,6011,2010,-2245.92,0
93803703,369 17:05:43,5541,1010,-35069.97,0
573558,369 10:04:28,6010,7030,44918.32,0
94822605,398 22:41:14,4829,2370,-112295.79,0
30258254,397 00:00:00,5814,1110,-2088.7,1
20381429,293 17:07:39,6011,2010,-112295.79,1
70711430,314 00:00:00,5411,1110,-6429.61,1
93805180,456 14:48:00,4829,4071,-336.89,1
77739891,299 11:50:59,5912,1110,-21718.01,0
18432893,207 19:00:46,5983,1010,-27310.34,1
71973473,154 09:33:41,5411,1010,-10443.51,0
82772349,245 00:00:00,5499,1110,-4797.5,0
40322205,41 13:14:50,5499,1010,-11791.06,0
56178851,163 22:17:52,4814,1030,-2245.92,0
34504470,140 14:00:22,6011,7010,11229.58,0
19736513,302 18:15:26,5499,1010,-11635.19,1
32092292,339 19:41:17,6011,2010,-89836.63,0
70780820,32 11:46:19,6010,7070,1302.63,1
1585299,7 09:52:15,5411,1010,-12870.22,0
6506523,326 18:11:17,6010,7070,19741.6,0
77634195,334 00:00:00,4899,1200,-6715.29,1
77742800,394 04:11:22,5499,1010,-3076.9,1
40503988,164 23:12:38,6010,7070,8983.66,0
12591110,379 00:00:00,6011,4110,-2245.92,1
92940149,282 17:28:19,5411,1010,-9859.57,0
96867679,434 08:39:47,5912,1010,-5206.03,1
76960318,284 09:18:31,4814,1030,-1122.96,1
